Customer Number,Service Level, Campaign Period Sales , Date of Last Transaction ,Date of First Purchase,Number of Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language
31138344,Premier," $ 2,625.83 ",10/23/2012,3/3/2010,6,FALSE,TRUE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,N, ,
30685551,Premier, $ 231.66 ,2/25/2014,9/30/2004,6,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
7980721,Premier, $ 349.10 ,10/14/2014,12/2/2004,13,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
23598338,Standard, $ 421.94 ,6/3/2010,9/22/2004,10,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,Y,6-10,English
27946794,Premier, $ 903.50 ,7/27/2008,3/18/2005,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N,11-50,
12664917,Standard, $ 275.75 ,3/26/2015,7/23/2014,20,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,Y,N,N,N,N,N,N,Y,6-10,English
9000138,Standard, $ 356.91 ,9/12/2011,3/21/2012,15,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
12353049,Premier," $ 1,330.93 ",6/8/2014,1/14/1987,3,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,N,N,500+,English
17683890,Premier, $ 424.49 ,7/19/2009,12/2/2004,24,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
28234320,Standard, $ 98.20 ,12/12/2015,10/7/2004,11,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
32727323,Standard," $ 1,223.33 ",11/4/2011,10/7/2004,52,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y,101-500,
14560397,Premier, $ 376.61 ,4/24/2011,10/25/2004,22,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
6895411,Standard, $ 500.73 ,1/31/2013,10/8/2004,21,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
25229897,Standard, $ 226.36 ,5/9/2012,5/13/2016,24,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
20632646,Standard, $ 358.67 ,1/25/2013,9/22/2004,7,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),TRUE,N,N,N,N,N,N,N,N,N,6-10,English
2691711,Standard, $ 339.09 ,7/31/2013,11/14/2017,17,TRUE,TRUE,TRUE,AUTO RENEW,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
32945696,Premier," $ 1,548.00 ",1/8/2010,12/19/2002,20,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,Y,N,N,N,N,N,Y,N,Y,101-500,English
35438925,Premier, $ 160.16 ,3/18/2014,10/7/2004,10,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),TRUE,Y,N,N,N,N,N,Y,N,Y,6-10,English
17838041,Standard, $ 492.88 ,1/10/2009,1/2/2013,15,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
33155015,Premier, $ 602.80 ,6/3/2011,12/17/2004,12,FALSE,FALSE,FALSE,AUTO RENEW,WEB,TRUE,N,N,N,N,N,N,N,N,N,6-10,English
18104213,Standard, $ 648.63 ,6/5/2011,11/25/2008,1,FALSE,FALSE,FALSE,NOTICE,,FALSE,N,N,N,N,N,N,Y,N,N,11-50,
15060019,Premier," $ 4,519.40 ",4/3/2010,9/22/2004,6,TRUE,TRUE,TRUE,NOTICE,PHONE,FALSE,N,Y,N,N,N,N,N,N,N, ,
33157666,Standard, $ 460.70 ,7/14/2013,7/15/2015,10,FALSE,TRUE,FALSE,NOTICE,BRANCH (PHONE),TRUE,N,N,N,N,N,N,Y,N,Y,51-100,English
18399055,Standard, $ 805.87 ,8/30/2009,1/3/2005,17,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
25604344,Premier, $ 423.19 ,7/29/2009,10/7/2004,16,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,Y,N,N,N,N,N,N,N,Y,1-5,English
8949396,Premier, $ 820.34 ,8/16/2011,8/11/2016,19,TRUE,TRUE,TRUE,AUTO RENEW,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
7216221,Standard, $ 344.76 ,6/30/2013,9/22/2004,18,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
31528189,Standard, $ 318.99 ,6/10/2012,3/7/2014,26,TRUE,TRUE,TRUE,NOTICE,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
5251047,Standard," $ 2,556.50 ",12/19/2012,12/5/2014,1,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
21742504,Standard, $ 695.76 ,3/14/2011,9/22/2004,9,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
24043342,Standard, $ 510.99 ,5/17/2004,10/8/2004,20,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
30053707,Standard, $ 117.65 ,5/27/2015,5/28/2009,13,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
31275066,Standard, $ 400.10 ,3/19/2014,12/3/2004,10,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),FALSE,N,N,N,N,N,N,N,N,Y,51-100,
23110474,Premier, $ 309.03 ,1/13/2014,7/14/1999,18,FALSE,FALSE,FALSE,AUTO RENEW,WEB,TRUE,N,N,N,N,Y,N,Y,N,Y,6-10,English
22654043,Premier," $ 2,189.63 ",12/3/2014,7/9/2008,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,Y,N, ,
110263413,Standard," $ 2,133.17 ",11/30/2013,10/7/2004,9,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,Y,N,N, ,
2659442,Standard, $ 212.75 ,6/28/2015,12/17/2004,13,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
2889795,Standard, $ 304.70 ,2/6/2014,10/8/2004,1,TRUE,TRUE,TRUE,AUTO RENEW,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
35678923,Standard, $ 729.53 ,8/11/2014,12/4/2004,27,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,101-500,English
33222620,Standard, $ 143.89 ,8/31/2014,1/3/1973,16,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
22474113,Standard," $ 3,201.90 ",3/5/2013,1/4/2005,1,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,Y,N,N,N,N, ,
15947973,Premier, $ 210.27 ,7/29/2014,12/17/2004,5,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
20597382,Premier, $ 398.05 ,9/9/2012,9/22/2004,18,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
26107432,Standard, $ 506.83 ,8/6/2011,10/25/2008,10,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
15091474,Standard, $ 444.55 ,12/23/2009,12/3/2007,20,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
30752346,Standard, $ 419.26 ,6/22/2010,12/3/2004,20,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
25818711,Standard, $ 86.81 ,4/7/2016,9/22/2004,20,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y,1-5,English
2645156,Standard, $ 308.77 ,10/2/2013,1/4/2005,12,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),FALSE,N,N,N,N,N,N,Y,N,Y,51-100,English
27073120,Premier," $ 2,807.50 ",5/27/2012,12/4/2004,2,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
3404063,Standard, $ 342.17 ,12/26/2011,12/3/2004,22,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
57847787,Standard," $ 2,940.50 ",2/8/2012,12/12/2005,6,TRUE,TRUE,TRUE,NOTICE,,TRUE,N,N,N,N,N,N,N,N,N, ,
21007843,Standard," $ 3,136.17 ",9/1/2011,12/3/2004,8,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
9246049,Standard, $ 271.05 ,5/19/2013,1/4/2005,16,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
35194198,Standard, $ 195.57 ,3/20/2013,10/26/2004,12,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
27503084,Standard, $ 631.87 ,8/13/2011,12/17/2004,21,TRUE,TRUE,TRUE,NOTICE,BRANCH (PHONE),TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
166175354,Standard," $ 3,050.50 ",11/10/2011,9/22/2004,7,FALSE,FALSE,FALSE,NOTICE,AUTO RENEW,TRUE,N,N,N,N,N,N,Y,N,N, ,
34393865,Standard, $ 877.29 ,10/30/2010,10/10/2004,11,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N,51-100,English
3053040,Standard," $ 2,254.50 ",8/23/2013,1/15/2014,4,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
33534981,Standard, $ 370.93 ,6/3/2011,12/3/2004,17,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
4067464,Standard, $ 323.92 ,8/14/2009,10/8/2004,6,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
14275905,Premier, $ 323.21 ,9/24/2011,9/22/2004,6,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
21129135,Standard, $ 443.17 ,9/24/2013,12/20/2016,10,FALSE,FALSE,TRUE,NOTICE,BRANCH (PHONE),FALSE,N,N,N,N,N,N,N,Y,Y,51-100,English
24237539,Premier, $ 187.97 ,1/24/2016,10/9/2004,45,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
31201906,Premier, $ 569.29 ,7/31/2009,6/14/2013,9,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,Y,N,N,11-50,English
13792249,Standard," $ 1,141.27 ",4/20/2012,12/31/1999,11,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,101-500,English
32127825,Standard, $ 455.77 ,10/27/2011,3/13/2018,11,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
12901183,Standard, $ 259.75 ,10/12/2014,10/15/2016,13,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
166296092,Standard," $ 2,510.17 ",1/26/2013,8/15/2012,9,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
5907641,Standard, $ 468.30 ,7/6/2009,1/16/2006,14,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
6997119,Premier, $ 336.51 ,12/25/2013,9/23/2004,18,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
7572772,Premier, $ 648.11 ,8/13/2009,9/22/2004,20,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
21975837,Standard, $ 563.59 ,11/26/2002,12/6/2004,12,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,Hindi
17020444,Standard, $ 213.96 ,5/23/2016,10/28/2004,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
24020820,Standard, $ 353.40 ,2/24/2013,9/22/2015,27,TRUE,TRUE,TRUE,NOTICE,WEB,FALSE,N,N,N,N,N,N,N,N,N,6-10,English
35649041,Standard," $ 3,772.17 ",3/29/2010,12/6/2004,4,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N, ,
25695085,Standard, $ 462.11 ,8/19/2009,12/20/2004,14,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
16415948,Standard," $ 1,278.83 ",10/31/2015,10/28/2004,1,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,N, ,
18617656,Standard, $ 463.64 ,9/14/2011,2/14/2017,18,FALSE,FALSE,FALSE,AUTO RENEW,WEB,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
5018406,Premier," $ 4,263.17 ",2/20/2009,5/25/1994,1,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
16212974,Premier, $ 596.20 ,1/6/2012,11/16/2004,27,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
16563445,Standard," $ 1,716.28 ",3/14/2013,10/2/2004,2,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),FALSE,N,N,N,N,N,N,N,N,N, ,
8330845,Standard, $ 918.92 ,7/30/2014,11/15/2004,15,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N,101-500,English
8508980,Standard," $ 2,441.40 ",6/27/2014,10/4/2004,3,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
13286941,Standard, $ 280.16 ,10/9/2014,10/4/2004,8,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
35108295,Standard, $ 118.80 ,5/14/2016,9/23/2004,12,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,Russian
9430246,Standard, $ 272.31 ,8/3/2014,11/15/2004,11,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
8897631,Standard, $ 771.58 ,5/20/2009,12/4/2004,3,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,Y,N,N,N,N,N,N,N,N,6-10,English
5520510,Premier, $ 422.57 ,5/29/2010,9/15/1988,17,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,Y,N,N,N,N,N,N,N,Y,6-10,
13851685,Premier, $ 360.56 ,8/24/2013,2/14/2013,5,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
15347424,Standard, $ 138.97 ,10/21/2014,3/20/2010,11,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
12168253,Premier," $ 1,803.33 ",8/28/2014,12/6/2004,7,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,English
4524794,Premier, $ 340.65 ,1/6/2012,9/1/1999,15,FALSE,FALSE,FALSE,NOTICE,,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
15264356,Premier, $ 417.69 ,1/4/2012,12/18/2004,13,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,Y,N,N,N,N,N,Y,N,Y,51-100,English
4865934,Premier," $ 4,247.10 ",5/17/2011,12/20/1996,2,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,,,,,,N,,,N, ,
54874101,Premier," $ 3,042.17 ",11/17/2011,12/6/2004,4,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
44503060,Standard," $ 9,035.65 ",2/11/2003,7/23/2012,7,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
31083185,Premier," $ 4,413.28 ",2/1/2011,8/3/2010,1,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
16660300,Standard, $ 691.34 ,9/26/2012,3/5/2014,27,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
21413062,Standard, $ 367.47 ,9/27/2014,3/4/2009,10,FALSE,FALSE,FALSE,AUTO RENEW,,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
19497340,Standard, $ 355.07 ,9/25/2011,11/16/2001,8,TRUE,TRUE,TRUE,NOTICE,BRANCH (PHONE),TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
14122138,Standard, $ 384.14 ,9/1/2012,12/1/2001,5,TRUE,FALSE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N,6-10,English
31271476,Standard, $ 647.77 ,6/9/2011,11/16/2004,15,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
5825297,Premier," $ 2,383.33 ",5/10/2013,7/1/1989,2,FALSE,FALSE,FALSE,NOTICE,,TRUE,N,N,N,N,N,N,Y,N,N, ,
13337927,Standard," $ 5,415.58 ",5/11/2009,10/29/2004,1,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
5378359,Premier, $ 902.97 ,7/29/2008,10/4/2004,1,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
16319837,Premier," $ 2,183.22 ",4/14/2009,10/12/2004,12,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,Y,Y,101-500,English
24111230,Standard, $ 219.01 ,5/27/2014,9/23/2004,18,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
16729725,Premier, $ 248.23 ,10/30/2013,5/17/2010,4,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
18929077,Standard, $ 573.14 ,1/18/2010,11/16/2004,9,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
13276857,Standard, $ 367.68 ,6/27/2011,10/28/2004,19,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
18417795,Premier, $ 450.95 ,11/7/2009,11/16/2004,18,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,Y,6-10,English
2907846,Standard, $ 502.64 ,8/28/2011,9/23/2004,16,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
34084652,Standard," $ 2,568.67 ",12/9/2012,9/23/2004,7,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
20695517,Standard," $ 1,799.82 ",12/7/2012,5/5/2008,3,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,N,N, ,
22454503,Premier, $ 683.54 ,7/26/2012,10/12/2004,19,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N,51-100,English
13038155,Standard, $ 469.19 ,8/14/2011,10/29/2004,21,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
13212771,Premier," $ 2,956.33 ",3/25/2009,10/4/1991,3,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),FALSE,N,N,N,N,N,N,N,N,N, ,
22918302,Standard, $ 553.70 ,6/28/2012,9/23/2004,18,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
9780427,Premier, $ 327.31 ,4/11/2012,9/23/2004,18,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
17313053,Standard, $ 270.43 ,11/13/2012,1/5/2005,17,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,Y,Y,1-5,English
31912048,Standard, $ 222.49 ,5/5/2015,10/11/2004,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
16147698,Standard, $ 183.31 ,2/7/2015,11/17/2004,20,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
31324047,Premier," $ 4,520.97 ",11/25/2010,4/27/2007,11,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,Y,N,N, ,
27497939,Premier, $ 473.91 ,6/24/2008,7/15/2002,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,Y,N,Y,1-5,English
10812273,Premier, $ 389.12 ,1/24/2011,2/23/2007,13,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
24286427,Premier, $ 500.61 ,9/7/2011,4/21/2009,15,TRUE,FALSE,FALSE,NOTICE,BRANCH (PHONE),FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
16888773,Standard," $ 2,337.33 ",6/16/2013,11/17/2004,1,TRUE,TRUE,TRUE,NOTICE,BRANCH (PHONE),TRUE,N,N,N,N,N,N,N,N,N, ,
20343793,Standard, $ 412.27 ,2/22/2015,3/23/2015,7,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N,11-50,
17923317,Standard, $ 425.54 ,5/8/2010,9/23/2004,14,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
31670458,Standard, $ 374.09 ,3/8/2014,10/12/2004,5,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,TRUE,N,N,N,N,N,N,N,N,N,6-10,English
21806487,Premier, $ 747.20 ,3/8/2011,10/30/2004,4,TRUE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,Y,N,N,N,N,N,N,N,6-10,English
18423750,Standard, $ 346.38 ,11/26/2011,10/4/2004,16,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
28563993,Standard, $ 114.86 ,6/11/2016,10/29/2004,18,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,Italian
17825133,Standard, $ 410.57 ,8/23/2010,8/16/2007,16,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
11516546,Premier, $ 126.57 ,3/19/2016,10/12/2000,5,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
34486287,Standard, $ 264.37 ,4/16/2011,9/24/2004,20,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,1-5,Greek
25479470,Standard, $ 455.74 ,10/27/2011,9/22/2011,22,TRUE,TRUE,TRUE,AUTO RENEW,PHONE,FALSE,N,N,N,N,N,N,Y,N,Y,6-10,Spanish
26997240,Standard," $ 2,941.17 ",2/8/2012,12/20/2004,1,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
23361562,Premier, $ 578.83 ,3/17/2012,3/31/2015,15,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
30240850,Standard, $ 270.67 ,6/14/2014,12/14/2007,27,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N,6-10,
32616510,Standard, $ 618.73 ,5/12/2009,11/18/2004,20,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,N,Y,Y,6-10,English
16552162,Standard," $ 2,874.67 ",6/28/2009,10/30/2004,1,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),FALSE,N,N,N,N,N,N,N,N,N, ,
53432843,Premier," $ 1,534.17 ",4/5/2015,10/12/2004,10,TRUE,TRUE,TRUE,NOTICE,,TRUE,N,N,N,N,N,N,N,N,N, ,
28251389,Standard," $ 2,712.93 ",2/4/2011,10/12/2004,1,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y, ,
3513952,Premier," $ 2,443.83 ",3/21/2013,9/24/2004,1,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
31798676,Standard, $ 575.50 ,4/16/2009,4/24/2006,2,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,Y,N,N,N,N,N,N,Y,6-10,English
10756649,Premier," $ 6,099.86 ",12/6/2009,9/24/2004,6,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,Y,N,N,N,N,N,N,N, ,
27830011,Standard, $ 270.96 ,2/8/2011,1/24/2018,22,TRUE,TRUE,TRUE,NOTICE,PHONE,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
20757181,Standard, $ 359.36 ,8/30/2013,10/12/2004,19,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
30438517,Standard," $ 3,298.54 ",11/22/2009,8/14/2012,37,FALSE,TRUE,FALSE,NOTICE,BRANCH (POS),TRUE,N,Y,N,N,N,N,N,N,N, ,
24543246,Premier, $ 792.37 ,10/25/2009,2/3/2009,9,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N,11-50,English
30755019,Standard, $ 594.73 ,1/12/2012,9/24/2004,20,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
